"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"37423",29690801,"Private room next to N train.",198021963,"Onur","Brooklyn","Borough Park",40.61979,-73.98886,"Private room",20,1,12,"2019-06-25",1.66,1,14
"30606",23669328,"Private Bedroom in Apartment in Bushwick & Bedstuy",19356927,"Dylan","Brooklyn","Bushwick",40.68754,-73.91411,"Private room",50,1,80,"2019-06-28",5.1,1,57
"22011",17702320,"Chic Private BR in Upper East!",10661558,"Gio","Manhattan","Upper East Side",40.77571,-73.94803,"Private room",119,1,120,"2019-06-09",4.34,4,147
"23970",19329734,"Large Top Floor Apartment",135401519,"Luka","Manhattan","Kips Bay",40.74063,-73.98205,"Entire home/apt",325,30,155,"2019-06-19",6.22,1,240
"94",20853,"2-bed brownstone duplex + garden",79070,"Tracy","Brooklyn","Prospect Heights",40.68035,-73.97162,"Entire home/apt",250,7,21,"2019-05-21",0.3,1,158
"36210",28787365,"1Cozy bedsty room",144204336,"Jason","Brooklyn","Bedford-Stuyvesant",40.69336,-73.93857,"Private room",53,2,18,"2019-06-24",2.49,2,333
"9408",7206796,"The Heart of Fort Greene 2bedrooms",37737721,"Tracey","Brooklyn","Fort Greene",40.68919,-73.97474,"Entire home/apt",225,2,117,"2019-06-29",2.48,1,242
"19",7726,"Hip Historic Brownstone Apartment with Backyard",20950,"Adam And Charity","Brooklyn","Crown Heights",40.67592,-73.94694,"Entire home/apt",99,3,53,"2019-06-22",4.44,1,21
"46167",35125636,"5MinTrainSmallSmallCozyRoomIndustryCityLutheranH",264569855,"Leidi","Brooklyn","Sunset Park",40.64899,-74.0125,"Shared room",30,1,4,"2019-06-25",4,1,342
"41771",32476606,"Recently Renovated & Furnished Apt- Room available",244008821,"Sonia","Manhattan","West Village",40.7354,-74.00208,"Private room",2850,100,0,"",NA,1,270
"34134",27057790,"EXC Location & Huge duplex Renovated Apt",19303369,"Hiroki","Queens","Woodside",40.74353,-73.90443,"Private room",35,29,0,"",NA,37,30
"20812",16486996,"Apartment in Park Slope / Rooftop Access",36431705,"Upinder","Brooklyn","Gowanus",40.6714,-73.99257,"Private room",75,4,7,"2019-05-26",0.23,1,253
"43471",33666721,"ALEX SPACE #5",252819295,"Alex","Queens","Richmond Hill",40.69439,-73.83243,"Shared room",58,1,12,"2019-07-02",4.14,1,180
"23992",19346150,"Gorgeous room on the Upper West Side",18225837,"Erika","Manhattan","Morningside Heights",40.80723,-73.96222,"Private room",50,5,18,"2019-06-16",0.72,1,157
"33109",26127726,"Spacious, beautiful, quite 2BR 2BA in the UES",4965751,"Dipti","Manhattan","Upper East Side",40.7713,-73.95568,"Entire home/apt",189,4,8,"2019-01-02",0.65,1,7
"2851",1613110,"Sunny Studio Loft @ Habitat 101",7503643,"Vida","Brooklyn","Greenpoint",40.7257,-73.94181,"Entire home/apt",129,30,8,"2019-01-30",0.12,52,344
"46397",35231916,"Stay in LIC- Only 10 Minutes From Midtown!",15574,"Joy","Queens","Long Island City",40.75367,-73.9289,"Private room",65,5,1,"2019-06-23",1,1,49
"39745",30928513,"Cozy Room A",213781715,"Anting","Brooklyn","Greenpoint",40.73132,-73.95036,"Private room",119,1,0,"",NA,33,180
"42762",33195320,"Stylish Bedroom!! Manhattan!!!",140830391,"Jay","Manhattan","Harlem",40.8088,-73.94527,"Private room",100,1,4,"2019-06-17",1.6,9,275
"14897",11826442,"Comfy Sanctuary walk to Laguardia!!",4348515,"Olga","Queens","East Elmhurst",40.76969,-73.87912,"Entire home/apt",80,3,68,"2019-06-20",1.79,1,334
"13344",10023629,"Chic and Spacious 1BD, minutes from Times Sq!",13056751,"Eleni","Manhattan","Hell's Kitchen",40.76458,-73.99007,"Private room",102,1,49,"2019-06-24",1.7,1,134
"43282",33558283,"Bohemian Brooklyn Suite with 2 Private Terraces",28831479,"Sedef","Brooklyn","Williamsburg",40.70796,-73.94826,"Private room",189,3,0,"",NA,2,78
"43814",33893655,"Studio in doorman building in Tribeca",138798990,"Jonas","Manhattan","Tribeca",40.7243,-74.0111,"Entire home/apt",225,3,0,"",NA,1,42
"25761",20616239,"Beautiful Nolita Apartment",7941058,"Levi","Manhattan","Lower East Side",40.721,-73.99147,"Entire home/apt",200,2,3,"2017-12-22",0.15,1,38
"37707",29884872,"Cozy Room in Astoria",224735872,"Diana","Queens","Long Island City",40.75406,-73.92095,"Shared room",40,3,1,"2018-11-26",0.13,1,178
"30067",23154138,"Cozy and conveniently located",3202437,"Rosella","Manhattan","Lower East Side",40.7216,-73.98959,"Entire home/apt",130,10,4,"2019-06-23",0.38,1,35
"3708",2237032,"Cozy Room in LIC, 7 min to Times Sq",1589909,"Alosha","Queens","Long Island City",40.74495,-73.95146,"Private room",79,15,15,"2019-05-23",0.29,2,238
"26912",21314250,"5 STAR COZY ROOM",154238443,"Mrs","Bronx","Belmont",40.85579,-73.88512,"Private room",29,3,9,"2019-06-12",0.43,2,322
"2624",1377134,"Room in lovely E.Village triplex",7460434,"Rocco","Manhattan","East Village",40.72383,-73.9829,"Private room",120,3,90,"2019-06-14",1.25,2,173
"21445",17123684,"NEW YORK CENTRAL APARTMENT/TIME SQUARE",26089606,"Carlotta","Manhattan","Hell's Kitchen",40.75659,-73.99313,"Entire home/apt",230,3,13,"2018-10-20",0.46,1,260
"25480",20390763,"Private Guest Room in Manhattan",145391611,"Lauren","Manhattan","Harlem",40.82744,-73.94707,"Private room",50,2,86,"2019-07-03",4.01,1,97
"335",82928,"BEAUTIFUL 2 BEDROOM APARTMENT",451545,"Ruthven","Brooklyn","Bedford-Stuyvesant",40.6824,-73.94615,"Entire home/apt",185,3,46,"2019-07-02",1.07,1,248
"991",399946,"Light Superhosted Chill LES Apt",1996265,"David","Manhattan","Lower East Side",40.72123,-73.98996,"Private room",90,10,67,"2019-05-16",0.77,1,301
"25292",20227428,"Douglaston Apartment Room A",18996093,"Leonard","Queens","Little Neck",40.75794,-73.72956,"Private room",45,1,12,"2019-06-22",0.55,5,133
"32893",25925504,"SoHo! Private Room in Comfy Apt!",192951036,"Jasmine","Manhattan","SoHo",40.72788,-74.00301,"Private room",129,1,38,"2019-07-06",2.98,10,151
"46213",35155188,"My Lovely and Spacious Home in the West Village :)",264761028,"Melissa","Manhattan","West Village",40.73128,-74.00475,"Entire home/apt",179,3,5,"2019-06-28",5,1,164
"31532",24553891,"Enjoy all of Manhattan. Big Apple! A Mini-MOMA!",68557372,"Shannon","Manhattan","Harlem",40.80667,-73.95182,"Entire home/apt",75,5,8,"2019-04-24",0.66,2,9
"367",103806,"BOHEMIAN EAST VILLAGE 2 BED HAVEN",251176,"Jason","Manhattan","East Village",40.72577,-73.98745,"Entire home/apt",249,5,166,"2019-05-27",1.68,2,365
"33095",26110466,"JFK Queens Home away from Home""House Of Suedajoy#3",175019394,"Suzan","Queens","Jamaica",40.67057,-73.77869,"Private room",60,1,22,"2019-06-22",1.73,6,81
"48224",36143214,"Cute 1 Bedroom Bungalow-Steps to Beach&Subway",271844440,"Timothy","Queens","Rockaway Beach",40.59087,-73.81143,"Entire home/apt",139,1,0,"",NA,3,166
"32854",25885278,"Cozy 1 bedroom apartment in Throggs neck, bronx",193497177,"George","Bronx","Throgs Neck",40.82257,-73.83773,"Entire home/apt",100,2,23,"2019-06-03",1.84,1,89
"3395",2033866,"East Village 2 Bed 2 Floor Luxury Apartment",7846216,"Rafael","Manhattan","East Village",40.72635,-73.97595,"Entire home/apt",290,1,114,"2018-10-07",1.71,1,157
"8390",6450118,"Sunny Spacious Room/Friendly Rates",9522524,"Nancy","Brooklyn","Canarsie",40.64548,-73.8949,"Private room",37,5,72,"2019-05-28",1.43,5,322
"23706",19162180,"Private, Quiet 2-Bed Place near Brooklyn College",133995881,"Joy","Brooklyn","Flatbush",40.63262,-73.95768,"Entire home/apt",150,2,77,"2019-06-16",3.29,1,106
"34617",27459543,"Central Park High Floor Luxury One bedroom",17477908,"Mat","Manhattan","Upper West Side",40.79285,-73.9676,"Entire home/apt",264,30,2,"2018-12-24",0.25,10,343
"763",273190,"6 Bedroom Landmark West Village Townhouse",605463,"West Village","Manhattan","West Village",40.73301,-74.00268,"Entire home/apt",1300,5,28,"2018-09-25",0.31,4,297
"43275",33555952,"HUGE, SUNNY room in Financial District",12655794,"Pat","Manhattan","Financial District",40.70598,-74.00804,"Private room",150,4,2,"2019-04-15",0.62,1,90
"30672",23729632,"Sunny, clean & cozy room in Williamsburg",142248429,"Mafer","Brooklyn","Williamsburg",40.71166,-73.95955,"Private room",75,6,25,"2019-07-03",1.79,1,84
"43741",33833725,"Cozy Home Nested Between Soho and The West Village",158694,"Beatrix","Manhattan","SoHo",40.72825,-74.0033,"Private room",150,5,1,"2019-04-30",0.43,1,97
"46026",35035202,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,"Jorge","Bronx","Belmont",40.85539,-73.88769,"Private room",69,1,3,"2019-06-30",3,2,359
"35755",28368404,"Penthouse living 1 single room 4 a night or 2!!!",125320407,"Sata","Queens","Jamaica",40.70507,-73.80424,"Private room",225,1,1,"2018-10-07",0.11,5,364
"33854",26812324,"Gorgeous Gramercy Apt",47596725,"Owen","Manhattan","Flatiron District",40.73945,-73.98543,"Entire home/apt",225,2,12,"2019-06-30",1.07,1,5
"15546",12496118,"Entire Home in NYC- 1 bedroom/ Private Entrance",11305944,"Yahaira","Bronx","Allerton",40.86947,-73.85993,"Entire home/apt",104,2,33,"2019-06-12",0.85,5,86
"39519",30770830,"One Bdrm Apt in Charming South Harlem Brownstone",208477013,"Bill","Manhattan","Harlem",40.80442,-73.94756,"Entire home/apt",125,2,7,"2019-07-01",1.12,1,24
"19053",15133055,"Sunny Bushwick room & bed with exposed brick wall",95949907,"Nathaniel","Queens","Ridgewood",40.70512,-73.91386,"Private room",48,1,6,"2019-05-31",2.9,1,158
"22887",18543400,"Cozy, Quaint and Quiet Private Room",95341869,"Carleen","Brooklyn","Bedford-Stuyvesant",40.69502,-73.93984,"Private room",60,2,47,"2019-05-19",1.81,1,77
"45095",34527330,"Luxe Sunny Balcony Views*NoHo",260578637,"Kris -","Manhattan","East Village",40.72381,-73.9905,"Entire home/apt",325,30,0,"",NA,1,79
"45587",34841457,"Charming Private Bedroom",40085320,"Alaa","Brooklyn","Prospect-Lefferts Gardens",40.66064,-73.94315,"Private room",55,2,8,"2019-06-30",6.49,2,22
"22885",18542490,"Brownstone Parlor in Crown Heights",386263,"Vineet","Brooklyn","Crown Heights",40.6764,-73.95497,"Entire home/apt",171,3,61,"2019-07-01",2.59,2,267
"2084",940115,"Cozy Studio in the Heart of Crown Heights",5067409,"Ni","Brooklyn","Crown Heights",40.67555,-73.95254,"Entire home/apt",75,7,15,"2019-06-29",0.23,1,178
"36201",28780515,"2 bedrooms available• private garden • 2/5  train",5166260,"Jenni & Eric","Brooklyn","East Flatbush",40.65241,-73.95088,"Private room",80,2,51,"2019-06-24",5.5,1,34
"47175",35615652,"Room in a cozy Brooklyn apartment",19017210,"Karl","Brooklyn","Bedford-Stuyvesant",40.67897,-73.94192,"Private room",41,3,1,"2019-07-02",1,1,57
"41889",32559129,"Charming West Village studio in Landmarked Mansion",127667513,"Michelle","Manhattan","Greenwich Village",40.72781,-74.00039,"Entire home/apt",185,30,0,"",NA,1,342
"42329",32845331,"Brooklyn sun kissed studio apartment!",242924411,"James And Laureta","Brooklyn","Bedford-Stuyvesant",40.68573,-73.9527,"Entire home/apt",90,1,14,"2019-06-24",3.59,5,63
"27989",21880038,"WeLive Wall Street -- 4 Bedroom",159610596,"WeWork","Manhattan","Financial District",40.70458,-74.00755,"Entire home/apt",425,1,127,"2019-07-06",6.68,6,253
"7502",5602027,"Sunny Room in Trendy Williamsburg",7798111,"Shlomit","Brooklyn","Williamsburg",40.70827,-73.95229,"Private room",100,2,0,"",NA,1,61
"23471",19001879,"SPRING FORWARD GREENPOINT STUDIO W/YARD",132576479,"Evelyn","Brooklyn","Greenpoint",40.72257,-73.94544,"Entire home/apt",115,30,8,"2019-05-17",0.37,1,183
"37570",29802895,"Near LGA and JFK airport 
Small Cozy Room",194377255,"Jimmy","Queens","East Elmhurst",40.76199,-73.88331,"Private room",38,1,42,"2019-05-05",5.12,4,207
"28771",22226558,"Homely Queens Home",162411010,"Victor","Queens","Ozone Park",40.68562,-73.83498,"Entire home/apt",125,7,3,"2019-06-15",0.33,1,69
"37994",30030480,"Charming West Village Studio w/ Gym + Doorman by Blueground",107434423,"Blueground","Manhattan","West Village",40.72943,-74.00243,"Entire home/apt",269,30,1,"2019-01-05",0.16,232,234
"39612",30822815,"NYC cozy studio",193490396,"Luping","Manhattan","Roosevelt Island",40.7579,-73.95256,"Entire home/apt",185,2,23,"2019-06-24",3.37,1,295
"46095",35069936,"Gorgeous Apartment near Time Square",263896143,"Valeria","Manhattan","Hell's Kitchen",40.76256,-73.9904,"Entire home/apt",390,3,3,"2019-06-19",2.57,1,43
"48232",36146653,"Beautiful bedroom in traditional NYC apt!",40984551,"Felix","Brooklyn","Bushwick",40.70567,-73.92359,"Private room",70,2,0,"",NA,1,5
"11250",8721348,"Midcentury Modern Duplex 3BR/2BA in Times Square",45774138,"Jeff & Stephanie","Manhattan","Hell's Kitchen",40.76302,-73.98833,"Entire home/apt",500,3,55,"2019-06-24",1.23,1,46
"7460",5557684,"Private Rm/Bath in Fab Brickstone",9035762,"Laura & Tim","Brooklyn","Bushwick",40.69099,-73.91665,"Private room",75,1,8,"2017-01-01",0.17,1,281
"3651",2194038,"Two Bedroom Flat",11189753,"Sj","Brooklyn","Fort Greene",40.68683,-73.96981,"Entire home/apt",285,8,23,"2019-06-15",0.36,4,364
"21963",17669480,"Sunny Brownstone Studio in BedStuy Brooklyn",112814443,"Jamal","Brooklyn","Bedford-Stuyvesant",40.68221,-73.94618,"Entire home/apt",125,2,104,"2019-06-12",3.69,1,268
"48332",36205674,"Large Sunny Room Available",328898,"Damion","Manhattan","East Harlem",40.80041,-73.94615,"Private room",59,1,1,"2019-07-07",1,1,42
"10304",7886635,"- E - Cozy Secure Private Room in a Shared Loft",31304940,"John","Brooklyn","Williamsburg",40.71636,-73.96246,"Private room",60,2,97,"2019-06-18",2.13,8,122
"6924",4957358,"A Romantic Loft plus terrace  Heart of Brooklyn",90860,"Amy","Brooklyn","Bedford-Stuyvesant",40.68306,-73.93141,"Entire home/apt",145,2,222,"2019-06-26",4.15,4,109
"43106",33448577,"Midtown 2 BED Large Kitchen Free Breakfast Great",214347105,"Roman","Manhattan","Midtown",40.75277,-73.96594,"Entire home/apt",419,4,1,"2019-05-18",0.58,8,218
"20381",16270389,"2BR- Private Kitchen + Bathroom-20min to Manhattan",69427329,"Michelle & Eddie","Queens","Elmhurst",40.73812,-73.87547,"Entire home/apt",150,1,150,"2019-06-23",4.82,6,255
"24658",19811581,"2A. Private Rm in Guesthouse Manhattan",7831209,"Bobi","Manhattan","East Harlem",40.80668,-73.93828,"Private room",43,1,86,"2019-05-11",3.55,10,161
"32420",25379780,"Heart of Park Slope",187453004,"Nancy","Brooklyn","Park Slope",40.67384,-73.97743,"Private room",150,2,36,"2019-07-01",2.71,1,293
"24173",19472906,"Modern one bedroom condo in Central Fort Greene BK",135831798,"Keisha","Brooklyn","Fort Greene",40.69269,-73.97093,"Entire home/apt",180,3,42,"2019-07-01",1.91,1,73
"42069",32676181,"Accessible Two Bedded Suite With Kitchen near MSG",244559229,"Stewart Hotel","Manhattan","Chelsea",40.7492,-73.99073,"Private room",100,1,22,"2019-07-02",9.85,9,319
"46035",35037976,"Midtown Steal by Rockefeller Center",263901573,"Maria","Manhattan","Midtown",40.75455,-73.9695,"Private room",125,1,8,"2019-07-03",8,3,123
"4844",3445138,"The Sunniest of Brooklyn Brownstones",17051201,"G","Brooklyn","Park Slope",40.67224,-73.97837,"Entire home/apt",495,3,15,"2019-05-27",0.27,3,198
"458",161366,"Sunny 15min to Manhattan LADY only",733894,"Lucy","Queens","Sunnyside",40.74102,-73.91681,"Private room",42,40,41,"2019-06-01",0.43,3,246
"47126",35604447,"Empire State Studio Apt",267860635,"Jey","Manhattan","Midtown",40.74307,-73.98386,"Entire home/apt",170,1,3,"2019-06-23",3,1,270
"25506",20409753,"COZY NEST/Coffee and Bagel",1097545,"Carol","Manhattan","East Village",40.72609,-73.97865,"Shared room",69,6,31,"2019-04-24",1.37,3,196
"46667",35375569,"Alphabet City Summer!",266310389,"Kirk","Manhattan","East Village",40.72837,-73.98171,"Private room",50,30,0,"",NA,1,97
"8109",6253399,"A Perfect Stay",32482524,"Gomez","Brooklyn","Williamsburg",40.71494,-73.95472,"Private room",115,3,40,"2019-06-30",2.8,1,18
"34947",27703757,"Beautiful 4 Bdrm Home - 25 min from Manhattan",32126880,"Bryant","Queens","Laurelton",40.67525,-73.74625,"Entire home/apt",200,2,6,"2019-06-24",0.92,2,321
"35088",27824606,"Huge outdoor w/ amazing view right from your room",73820234,"Yeon","Manhattan","West Village",40.73213,-74.00865,"Private room",100,3,35,"2019-06-07",3.3,1,112
"36685",29158689,"Brooklyn APT in heart of urban NYC hustle & bustle",41209536,"Andrew","Brooklyn","Bedford-Stuyvesant",40.69732,-73.93684,"Entire home/apt",125,3,19,"2019-06-21",2.27,1,225
"10128",7769782,"Beautiful Room in Bushwick.",40867860,"Patricia","Brooklyn","Bedford-Stuyvesant",40.68053,-73.90879,"Private room",63,1,4,"2019-06-28",2.18,1,240
"30719",23764791,"Sonder | 180 Water | Beautiful 1BR + Rooftop",12243051,"Sonder","Manhattan","Financial District",40.70741,-74.00656,"Entire home/apt",227,29,0,"",NA,96,322
"12530",9630342,"Quiet Studio in Prime East Village",49807312,"Ryan","Manhattan","East Village",40.72554,-73.9838,"Entire home/apt",107,3,19,"2019-06-23",0.44,1,72
"25366",20285167,"Room-Sofa Bed-Hell's Kitchen-Close to Everything",118267672,"Nicholas","Manhattan","Hell's Kitchen",40.76609,-73.99396,"Shared room",115,1,94,"2019-06-27",4.09,1,7
"24206",19503971,"Breakfast and a Cozy Room, 30 Seconds From Train",5751765,"CK & Tia","Manhattan","East Harlem",40.79956,-73.94113,"Private room",82,2,93,"2019-06-21",3.9,2,323
"36905",29336346,"Luxury and convenience in the center of it all!",15872365,"Daniel","Queens","Astoria",40.76553,-73.91625,"Entire home/apt",89,4,15,"2019-06-18",1.73,1,12
"22621",18294238,"New tidy  room attached by PRIVATE FULL BATH",120767920,"Jimmy &Cindy","Queens","Flushing",40.75884,-73.81477,"Private room",70,3,88,"2019-06-30",3.28,10,358
"27968",21868427,"Sleep on a Casper in the heart of Greenpoint",24559343,"Taeho","Brooklyn","Greenpoint",40.72133,-73.94903,"Entire home/apt",135,2,7,"2019-05-26",0.36,1,2
"23390",18931423,"**Cozy Space - Private Access**",10655479,"Tom","Brooklyn","East Flatbush",40.6497,-73.94754,"Private room",70,2,85,"2019-06-23",3.33,1,16
"22242",17934924,"Modern spacious apt in Park Slope",2587680,"Susan","Brooklyn","Park Slope",40.67156,-73.98366,"Entire home/apt",100,4,7,"2019-06-16",0.46,1,37
"33939",26874714,"Private Room: Rockaway Beach House-Near JFK&Subway",202131439,"Paul","Queens","Rockaway Beach",40.58937,-73.81327,"Private room",49,1,15,"2019-06-02",1.33,1,345
"31706",24719244,"Fort Greene Brownstone Apartment for 6",186851013,"Deborah","Brooklyn","Fort Greene",40.68957,-73.97449,"Entire home/apt",200,2,31,"2019-05-27",2.27,1,95
"48350",36208160,"PVT spacious room in queens near airports",272324119,"Abe","Queens","Jamaica",40.70642,-73.78365,"Private room",39,2,0,"",NA,1,54
"6171",4513084,"Beautiful Sunny Private Penthouse Suite",23401472,"Heather","Manhattan","Harlem",40.82624,-73.94527,"Entire home/apt",150,30,1,"2016-07-30",0.03,2,244
"45041",34501825,"Bushwick penthouse",40707667,"Horacio","Brooklyn","Bushwick",40.70191,-73.91952,"Private room",60,1,12,"2019-07-04",5.9,1,27
"34983",27731269,"Be Our Guest! Live, Love Bed-Stuy",126501524,"Jaran","Brooklyn","Bedford-Stuyvesant",40.68387,-73.94162,"Entire home/apt",150,3,44,"2019-07-06",4.14,3,252
"35655",28310699,"Nice room near Manhattan in a safe neighborhood",79499558,"Robertina","Queens","Jackson Heights",40.75176,-73.88374,"Private room",55,4,23,"2019-07-07",2.28,4,112
"31746",24754074,"Luxury Brooklyn brownstone, modern with backyard",4285260,"Andy","Brooklyn","Bedford-Stuyvesant",40.68582,-73.93706,"Entire home/apt",450,2,5,"2019-01-01",0.36,1,3
"7218",5279925,"Apt available - Best NYC Location",153675,"Matteo","Manhattan","East Village",40.73279,-73.98746,"Entire home/apt",140,12,1,"2015-09-01",0.02,2,164
"29374",22531031,"Comfortable Brooklyn Studio",56757345,"Brenda","Brooklyn","East Flatbush",40.64857,-73.94407,"Entire home/apt",89,2,43,"2019-07-07",2.74,1,10
"38189",30129734,"Cozy Self Contained Private 1 Bedroom Apartment",221844597,"Ayana","Queens","St. Albans",40.68739,-73.76598,"Entire home/apt",35,1,63,"2019-06-30",8.44,1,8
"46237",35162122,"Clean and Cozy",264811416,"Tasia","Queens","St. Albans",40.69464,-73.75184,"Entire home/apt",47,3,0,"",NA,1,3
